month,season,hour,hour_categorized,Primary Type,Arrest,Domestic,Beat,Year
6,2,19,2,THEFT,0,0,1831,2012
8,2,21,2,NARCOTICS,1,0,333,2012
12,3,0,2,NARCOTICS,1,0,1113,2012
4,1,8,0,THEFT,0,0,122,2012
9,0,8,0,NARCOTICS,1,0,421,2012
5,1,20,2,BATTERY,0,0,533,2012
11,0,18,2,THEFT,0,0,1124,2012
8,2,17,1,BATTERY,0,0,1824,2012
12,3,22,2,BATTERY,0,0,932,2012
12,3,12,1,THEFT,0,1,1113,2012
2,3,18,2,NARCOTICS,1,0,1124,2012
5,1,19,2,NARCOTICS,1,0,1133,2012
9,0,1,2,BATTERY,1,1,1332,2012
8,2,3,2,THEFT,0,0,1533,2012
8,2,15,1,BATTERY,0,1,712,2012
3,1,17,1,THEFT,0,0,912,2012
2,3,17,1,BATTERY,0,0,414,2012
1,3,19,2,THEFT,1,0,1122,2012
12,3,19,2,NARCOTICS,1,0,1122,2012
7,2,0,2,BATTERY,0,0,524,2012
6,2,18,2,BATTERY,0,0,212,2012
12,3,11,0,THEFT,0,0,711,2012
6,2,22,2,NARCOTICS,1,0,2535,2012
6,2,17,1,THEFT,1,0,2533,2012
6,2,23,2,THEFT,0,0,2433,2012
9,0,12,1,THEFT,0,0,421,2012
7,2,9,0,THEFT,0,0,332,2012
11,0,18,2,THEFT,0,0,1512,2012
7,2,3,2,BATTERY,0,0,1113,2012
5,1,0,2,THEFT,0,0,413,2012
7,2,18,2,CRIMINAL DAMAGE,0,0,1712,2012
1,3,5,2,THEFT,0,0,2332,2012
4,1,12,1,NARCOTICS,1,0,612,2012
5,1,8,0,THEFT,0,0,1212,2012
12,3,4,2,BATTERY,0,0,513,2012
3,1,22,2,CRIMINAL DAMAGE,1,1,715,2012
10,0,20,2,CRIMINAL DAMAGE,0,0,723,2012
4,1,19,2,BATTERY,0,1,334,2012
12,3,20,2,NARCOTICS,1,0,1011,2012
9,0,11,0,NARCOTICS,1,0,421,2012
4,1,0,2,CRIMINAL DAMAGE,0,0,1511,2012
6,2,11,0,THEFT,1,0,1111,2012
5,1,22,2,NARCOTICS,1,0,1133,2012
8,2,12,1,BATTERY,0,0,324,2012
4,1,14,1,NARCOTICS,1,0,714,2012
7,2,15,1,CRIMINAL DAMAGE,0,0,2522,2012
7,2,9,0,THEFT,0,0,1024,2012
4,1,11,0,CRIMINAL DAMAGE,0,0,633,2012
8,2,11,0,THEFT,0,0,1723,2012
8,2,10,0,NARCOTICS,1,0,1331,2012
12,3,17,1,BATTERY,0,0,823,2012
7,2,21,2,BATTERY,0,0,922,2012
1,3,0,2,THEFT,0,0,2324,2012
11,0,13,1,BATTERY,0,0,2535,2012
3,1,20,2,BATTERY,0,0,523,2012
12,3,2,2,CRIMINAL DAMAGE,0,0,1713,2012
1,3,8,0,CRIMINAL DAMAGE,0,0,631,2012
6,2,13,1,CRIMINAL DAMAGE,0,0,334,2012
8,2,17,1,BATTERY,0,0,1511,2012
2,3,9,0,THEFT,0,0,2413,2012
6,2,15,1,THEFT,0,0,1111,2012
1,3,14,1,BATTERY,0,0,1612,2012
3,1,22,2,THEFT,0,0,1935,2012
12,3,17,1,THEFT,0,0,811,2012
1,3,21,2,NARCOTICS,1,0,1834,2012
3,1,19,2,THEFT,0,0,1223,2012
11,0,20,2,BATTERY,0,0,323,2012
3,1,9,0,THEFT,1,0,1135,2012
4,1,10,0,BATTERY,0,1,2524,2012
8,2,9,0,CRIMINAL DAMAGE,0,0,323,2012
2,3,16,1,BATTERY,0,1,511,2012
12,3,1,2,NARCOTICS,1,0,524,2012
5,1,19,2,NARCOTICS,1,0,932,2012
6,2,23,2,THEFT,0,0,1422,2012
2,3,18,2,CRIMINAL DAMAGE,0,0,1622,2012
12,3,18,2,THEFT,0,0,833,2012
5,1,12,1,BATTERY,0,0,1914,2012
9,0,14,1,NARCOTICS,1,0,1913,2012
3,1,20,2,BATTERY,0,0,1021,2012
4,1,5,2,BATTERY,0,1,1733,2012
2,3,7,0,BATTERY,0,1,1121,2012
10,0,13,1,THEFT,0,0,812,2012
8,2,21,2,CRIMINAL DAMAGE,0,0,1422,2012
6,2,0,2,BATTERY,0,0,2515,2012
8,2,16,1,BATTERY,0,0,1533,2012
7,2,3,2,THEFT,0,1,2422,2012
11,0,7,0,CRIMINAL DAMAGE,0,0,324,2012
4,1,0,2,CRIMINAL DAMAGE,1,0,824,2012
5,1,11,0,CRIMINAL DAMAGE,0,1,422,2012
11,0,12,1,BATTERY,0,0,1132,2012
6,2,15,1,NARCOTICS,1,0,2024,2012
10,0,1,2,NARCOTICS,1,0,1811,2012
12,3,14,1,BATTERY,1,0,1013,2012
7,2,13,1,THEFT,0,0,834,2012
9,0,0,2,THEFT,0,0,1711,2012
10,0,0,2,CRIMINAL DAMAGE,0,0,1111,2012
12,3,4,2,CRIMINAL DAMAGE,0,0,1021,2012
7,2,20,2,CRIMINAL DAMAGE,0,0,1922,2012
2,3,12,1,BATTERY,0,1,624,2012
2,3,9,0,THEFT,0,0,1822,2012
9,0,17,1,THEFT,0,0,1423,2012
7,2,20,2,NARCOTICS,1,0,1124,2012
4,1,10,0,NARCOTICS,1,0,1912,2012
4,1,0,2,BATTERY,0,0,1624,2012
5,1,14,1,THEFT,0,0,334,2012
11,0,6,0,NARCOTICS,1,0,1021,2012
8,2,23,2,THEFT,0,0,914,2012
9,0,11,0,CRIMINAL DAMAGE,0,0,1934,2012
11,0,9,0,THEFT,1,0,225,2012
6,2,17,1,THEFT,0,0,413,2012
8,2,8,0,CRIMINAL DAMAGE,0,0,1132,2012
3,1,19,2,NARCOTICS,1,0,734,2012
3,1,0,2,BATTERY,1,1,411,2012
3,1,17,1,THEFT,0,0,1513,2012
7,2,15,1,THEFT,0,0,2412,2012
10,0,1,2,THEFT,0,0,1313,2012
4,1,15,1,BATTERY,0,0,2412,2012
2,3,22,2,NARCOTICS,1,0,1331,2012
6,2,20,2,CRIMINAL DAMAGE,0,1,612,2012
3,1,12,1,THEFT,0,0,1331,2012
1,3,14,1,THEFT,0,0,1511,2012
3,1,19,2,THEFT,0,0,2011,2012
11,0,9,0,THEFT,0,0,612,2012
12,3,0,2,THEFT,0,0,1912,2012
10,0,23,2,NARCOTICS,1,0,725,2012
4,1,19,2,THEFT,0,0,831,2012
8,2,16,1,THEFT,0,0,614,2012
5,1,10,0,CRIMINAL DAMAGE,0,1,524,2012
2,3,22,2,CRIMINAL DAMAGE,0,1,222,2012
9,0,12,1,THEFT,0,0,2535,2012
9,0,8,0,BATTERY,0,0,1811,2012
12,3,11,0,NARCOTICS,1,0,1921,2012
7,2,22,2,THEFT,0,0,1834,2012
6,2,17,1,BATTERY,1,0,413,2012
12,3,17,1,THEFT,0,0,1834,2012
8,2,15,1,THEFT,0,0,223,2012
1,3,5,2,CRIMINAL DAMAGE,0,0,432,2012
7,2,2,2,BATTERY,0,0,1511,2012
12,3,18,2,THEFT,0,0,1135,2012
7,2,21,2,THEFT,0,0,1433,2012
8,2,19,2,CRIMINAL DAMAGE,0,0,912,2012
6,2,19,2,THEFT,0,0,1923,2012
6,2,23,2,NARCOTICS,1,0,1924,2012
9,0,13,1,CRIMINAL DAMAGE,0,0,1731,2012
12,3,12,1,NARCOTICS,1,0,2232,2012
3,1,16,1,CRIMINAL DAMAGE,0,0,1624,2012
5,1,15,1,NARCOTICS,1,0,624,2012
12,3,11,0,CRIMINAL DAMAGE,0,0,932,2012
11,0,0,2,THEFT,0,0,122,2012
4,1,1,2,BATTERY,0,1,822,2012
12,3,12,1,THEFT,0,0,811,2012
6,2,19,2,CRIMINAL DAMAGE,0,0,1413,2012
7,2,21,2,BATTERY,0,0,824,2012
10,0,23,2,CRIMINAL DAMAGE,0,0,815,2012
12,3,12,1,THEFT,0,0,1121,2012
12,3,5,2,BATTERY,0,0,1034,2012
9,0,2,2,THEFT,0,0,113,2012
12,3,10,0,THEFT,0,0,724,2012
5,1,6,0,THEFT,0,0,2232,2012
9,0,14,1,THEFT,0,0,811,2012
9,0,8,0,BATTERY,0,0,1712,2012
7,2,11,0,THEFT,0,0,231,2012
8,2,9,0,BATTERY,0,0,1011,2012
8,2,9,0,CRIMINAL DAMAGE,0,0,815,2012
10,0,5,2,BATTERY,0,1,1231,2012
8,2,20,2,NARCOTICS,1,0,1121,2012
3,1,12,1,THEFT,1,0,235,2012
3,1,11,0,THEFT,0,0,1224,2012
5,1,9,0,THEFT,0,0,825,2012
6,2,1,2,THEFT,0,0,823,2012
9,0,15,1,THEFT,0,0,2535,2012
1,3,14,1,BATTERY,0,0,725,2012
9,0,5,2,CRIMINAL DAMAGE,0,0,2222,2012
6,2,18,2,CRIMINAL DAMAGE,0,0,1522,2012
11,0,12,1,THEFT,0,0,1914,2012
1,3,15,1,NARCOTICS,1,0,933,2012
8,2,16,1,THEFT,0,0,235,2012
9,0,20,2,THEFT,0,0,531,2012
10,0,22,2,THEFT,0,0,2535,2012
1,3,9,0,THEFT,0,0,1932,2012
11,0,12,1,CRIMINAL DAMAGE,1,0,2515,2012
4,1,11,0,NARCOTICS,1,0,511,2012
10,0,6,0,THEFT,1,0,2023,2012
7,2,4,2,BATTERY,0,0,1032,2012
4,1,11,0,BATTERY,1,1,314,2012
8,2,17,1,THEFT,0,0,1834,2012
7,2,18,2,BATTERY,0,1,833,2012
2,3,15,1,NARCOTICS,1,0,1522,2012
9,0,20,2,BATTERY,0,1,1011,2012
10,0,22,2,CRIMINAL DAMAGE,0,0,1323,2012
9,0,16,1,THEFT,0,0,1915,2012
1,3,5,2,CRIMINAL DAMAGE,0,0,912,2012
11,0,11,0,THEFT,0,0,2223,2012
4,1,6,0,THEFT,0,1,1524,2012
7,2,23,2,BATTERY,1,0,623,2012
7,2,11,0,THEFT,1,0,1113,2012
6,2,10,0,BATTERY,0,0,1414,2012
1,3,23,2,NARCOTICS,1,0,632,2012
5,1,12,1,THEFT,0,0,2212,2012
3,1,20,2,THEFT,0,0,2521,2012
11,0,8,0,BATTERY,0,1,923,2012
10,0,2,2,THEFT,0,0,714,2012
6,2,15,1,BATTERY,0,0,1633,2012
9,0,14,1,NARCOTICS,1,0,621,2012
4,1,23,2,BATTERY,0,1,714,2012
9,0,23,2,THEFT,0,0,834,2012
4,1,21,2,BATTERY,0,1,715,2012
3,1,19,2,NARCOTICS,1,0,1132,2012
1,3,9,0,NARCOTICS,1,0,821,2012
4,1,9,0,THEFT,0,0,832,2012
2,3,9,0,BATTERY,0,1,432,2012
6,2,17,1,BATTERY,0,1,935,2012
7,2,19,2,CRIMINAL DAMAGE,1,0,1422,2012
10,0,22,2,BATTERY,0,1,1533,2012
8,2,20,2,NARCOTICS,1,0,1135,2012
8,2,11,0,BATTERY,0,1,2223,2012
11,0,13,1,NARCOTICS,1,0,1723,2012
1,3,22,2,NARCOTICS,1,0,1523,2012
5,1,23,2,BATTERY,1,0,823,2012
8,2,6,0,THEFT,0,0,812,2012
9,0,18,2,CRIMINAL DAMAGE,0,0,1611,2012
11,0,21,2,NARCOTICS,1,0,225,2012
4,1,2,2,BATTERY,0,1,1123,2012
7,2,6,0,THEFT,0,0,1413,2012
10,0,1,2,THEFT,0,0,1924,2012
9,0,19,2,CRIMINAL DAMAGE,0,0,726,2012
9,0,11,0,THEFT,0,0,2511,2012
8,2,19,2,BATTERY,0,1,1135,2012
11,0,17,1,BATTERY,0,0,1912,2012
1,3,16,1,THEFT,1,0,531,2012
7,2,19,2,NARCOTICS,1,0,1533,2012
5,1,22,2,THEFT,0,0,1923,2012
9,0,18,2,NARCOTICS,1,0,411,2012
4,1,19,2,CRIMINAL DAMAGE,0,0,1031,2012
1,3,19,2,THEFT,1,0,1833,2012
3,1,18,2,NARCOTICS,1,0,1135,2012
11,0,11,0,NARCOTICS,1,0,1011,2012
12,3,6,0,THEFT,0,0,1834,2012
5,1,3,2,BATTERY,1,0,224,2012
10,0,17,1,THEFT,0,1,2422,2012
11,0,20,2,THEFT,1,0,711,2012
3,1,23,2,BATTERY,1,0,1832,2012
12,3,15,1,THEFT,0,0,1935,2012
6,2,4,2,THEFT,0,0,912,2012
7,2,3,2,BATTERY,0,0,1212,2012
10,0,15,1,THEFT,0,0,623,2012
12,3,19,2,THEFT,0,0,512,2012
6,2,4,2,BATTERY,0,1,2523,2012
9,0,10,0,BATTERY,1,0,511,2012
8,2,9,0,BATTERY,1,0,631,2012
8,2,5,2,CRIMINAL DAMAGE,0,0,1421,2012
1,3,20,2,THEFT,0,0,2223,2012
12,3,20,2,NARCOTICS,1,0,1115,2012
1,3,0,2,BATTERY,0,1,1831,2012
5,1,9,0,THEFT,0,0,2022,2012
4,1,15,1,NARCOTICS,1,0,1111,2012
8,2,8,0,NARCOTICS,1,0,824,2012
1,3,19,2,CRIMINAL DAMAGE,0,0,933,2012
4,1,21,2,BATTERY,0,0,1522,2012
7,2,3,2,CRIMINAL DAMAGE,0,1,311,2012
2,3,13,1,BATTERY,0,1,611,2012
7,2,16,1,BATTERY,0,1,913,2012
8,2,17,1,THEFT,1,0,2234,2012
6,2,14,1,BATTERY,0,0,933,2012
10,0,21,2,BATTERY,1,1,522,2012
7,2,9,0,THEFT,0,0,423,2012
5,1,11,0,BATTERY,0,1,531,2012
12,3,12,1,NARCOTICS,1,0,934,2012
8,2,4,2,BATTERY,0,1,911,2012
7,2,20,2,THEFT,0,0,811,2012
8,2,22,2,THEFT,0,0,1323,2012
10,0,20,2,CRIMINAL DAMAGE,0,0,813,2012
2,3,12,1,NARCOTICS,1,0,1132,2012
2,3,13,1,CRIMINAL DAMAGE,0,0,1123,2012
9,0,15,1,THEFT,0,0,925,2012
2,3,21,2,NARCOTICS,1,0,1112,2012
10,0,16,1,THEFT,0,0,611,2012
10,0,0,2,THEFT,0,0,726,2012
8,2,19,2,BATTERY,0,1,1022,2012
3,1,12,1,THEFT,1,0,121,2012
11,0,23,2,CRIMINAL DAMAGE,0,0,824,2012
10,0,15,1,THEFT,0,0,824,2012
11,0,18,2,THEFT,0,0,1433,2012
3,1,11,0,BATTERY,1,0,2233,2012
8,2,12,1,NARCOTICS,1,0,1914,2012
10,0,2,2,THEFT,0,0,1624,2012
2,3,15,1,BATTERY,0,0,1012,2012
9,0,17,1,BATTERY,0,0,834,2012
5,1,0,2,BATTERY,1,1,1033,2012
2,3,2,2,CRIMINAL DAMAGE,0,1,713,2012
5,1,18,2,CRIMINAL DAMAGE,0,0,232,2012
7,2,18,2,CRIMINAL DAMAGE,0,0,1423,2012
5,1,21,2,NARCOTICS,1,0,1112,2012
9,0,14,1,CRIMINAL DAMAGE,0,0,2221,2012
2,3,10,0,CRIMINAL DAMAGE,0,0,835,2012
3,1,2,2,BATTERY,0,1,1431,2012
6,2,4,2,BATTERY,1,1,2412,2012
6,2,1,2,CRIMINAL DAMAGE,0,0,424,2012
7,2,2,2,CRIMINAL DAMAGE,0,0,1935,2012
1,3,1,2,THEFT,0,0,622,2012
7,2,18,2,BATTERY,0,0,1231,2012
2,3,6,0,THEFT,0,0,1013,2012
2,3,16,1,BATTERY,0,1,2515,2012
10,0,12,1,THEFT,0,0,1912,2012
8,2,16,1,THEFT,1,0,512,2012
8,2,1,2,BATTERY,1,1,1522,2012
3,1,16,1,NARCOTICS,1,0,1125,2012
9,0,20,2,CRIMINAL DAMAGE,0,0,1611,2012
5,1,5,2,THEFT,0,0,1034,2012
7,2,15,1,CRIMINAL DAMAGE,1,0,1633,2012
2,3,17,1,CRIMINAL DAMAGE,0,0,2433,2012
7,2,6,0,BATTERY,1,1,1421,2012
8,2,10,0,CRIMINAL DAMAGE,0,0,1713,2012
1,3,11,0,CRIMINAL DAMAGE,0,0,1713,2012
7,2,5,2,BATTERY,0,1,1533,2012
9,0,20,2,THEFT,0,0,811,2012
9,0,19,2,BATTERY,0,0,1223,2012
10,0,22,2,THEFT,0,0,935,2012
9,0,16,1,THEFT,0,0,111,2012
8,2,1,2,THEFT,0,0,1323,2012
2,3,12,1,BATTERY,0,0,414,2012
11,0,4,2,CRIMINAL DAMAGE,0,0,1431,2012
6,2,0,2,BATTERY,0,1,1633,2012
1,3,19,2,NARCOTICS,1,0,1331,2012
5,1,18,2,NARCOTICS,1,0,522,2012
8,2,8,0,NARCOTICS,1,0,1654,2012
5,1,19,2,THEFT,0,0,634,2012
2,3,8,0,THEFT,0,0,512,2012
7,2,15,1,NARCOTICS,1,0,1421,2012
11,0,3,2,BATTERY,0,1,433,2012
8,2,18,2,THEFT,1,0,833,2012
2,3,15,1,BATTERY,0,1,234,2012
7,2,22,2,THEFT,0,0,1231,2012
7,2,2,2,CRIMINAL DAMAGE,0,0,1422,2012
8,2,22,2,THEFT,0,0,1023,2012
9,0,23,2,THEFT,0,0,1923,2012
12,3,18,2,THEFT,0,0,1833,2012
3,1,15,1,THEFT,1,0,833,2012
6,2,8,0,NARCOTICS,1,0,221,2012
7,2,5,2,THEFT,0,0,1925,2012
4,1,0,2,THEFT,0,0,1831,2012
6,2,23,2,BATTERY,0,0,2522,2012
6,2,16,1,THEFT,0,0,224,2012
7,2,7,0,BATTERY,0,0,2533,2012
4,1,11,0,THEFT,1,0,924,2012
7,2,8,0,THEFT,0,0,532,2012
12,3,19,2,THEFT,0,0,411,2012
5,1,22,2,NARCOTICS,1,0,1531,2012
4,1,19,2,THEFT,0,0,824,2012
4,1,15,1,BATTERY,0,0,432,2012
3,1,11,0,CRIMINAL DAMAGE,0,0,935,2012
3,1,1,2,CRIMINAL DAMAGE,0,0,1634,2012
12,3,8,0,BATTERY,0,0,2515,2012
6,2,7,0,NARCOTICS,1,0,1713,2012
7,2,20,2,NARCOTICS,1,0,1135,2012
6,2,18,2,THEFT,1,0,833,2012
2,3,11,0,NARCOTICS,1,0,613,2012
2,3,22,2,NARCOTICS,1,0,2512,2012
6,2,17,1,THEFT,0,0,1932,2012
7,2,23,2,CRIMINAL DAMAGE,1,0,631,2012
6,2,1,2,CRIMINAL DAMAGE,0,0,2423,2012
7,2,23,2,CRIMINAL DAMAGE,1,0,1021,2012
9,0,16,1,THEFT,0,0,2222,2012
12,3,19,2,CRIMINAL DAMAGE,0,0,312,2012
3,1,15,1,THEFT,0,0,1133,2012
9,0,15,1,THEFT,0,0,122,2012
6,2,10,0,THEFT,0,0,423,2012
11,0,14,1,THEFT,0,0,2233,2012
2,3,21,2,CRIMINAL DAMAGE,0,0,1623,2012
6,2,3,2,THEFT,0,0,1814,2012
4,1,19,2,NARCOTICS,1,0,524,2012
5,1,17,1,THEFT,0,0,1621,2012
7,2,17,1,BATTERY,0,0,1032,2012
7,2,15,1,NARCOTICS,1,0,2521,2012
10,0,20,2,THEFT,0,0,1811,2012
4,1,17,1,BATTERY,0,0,2513,2012
5,1,18,2,NARCOTICS,1,0,1133,2012
2,3,8,0,NARCOTICS,1,0,832,2012
5,1,0,2,CRIMINAL DAMAGE,0,0,1414,2012
3,1,23,2,BATTERY,0,1,2535,2012
11,0,3,2,CRIMINAL DAMAGE,0,0,1823,2012
9,0,14,1,CRIMINAL DAMAGE,0,0,2433,2012
